sep=;
Change-Id=Ic6d2e7bef9f9fa5a1573f5f0f634d27ce4b54871; subject=REBASE: create metadata and backports for reordered tree; feature=ofed_scripts; upstream_status=ignore; general=;
Change-Id=Iaf273f3c5b49a9aaf9442c5c228189d29e02eb3b; subject=METADATA: Fix metadata; feature=ofed_scripts; upstream_status=ignore; general=;
Change-Id=I665df49304a8bd581add3794a4c4327eca60cf73; subject=BACKPORTS: Fix const.h backport; feature=backports; upstream_status=ignore; general=;
Change-Id=I43191c41d2d13ee803d6e62e155264f5b2f3d8ff; subject=REBASE: Remove 'fpga' feature scripts and makefiles; feature=fpga; upstream_status=ignore; general=;
Change-Id=I57a3ac82e43a306b37af646bea00f6f0d0d4e4e4; subject=Revert "net/mlx5: Fixed issue with disconnect mode in Innova2 for IBM"; feature=fpga; upstream_status=ignore; general=;
Change-Id=I180d63b2e0f22b870b7bde818118efaaf759866e; subject=Revert "net/mlx5: Add set and query connect/disconnect FPGA"; feature=fpga; upstream_status=ignore; general=;
Change-Id=I81f5146a6a63e9168b6b3a2d44abc102f3fe9ed2; subject=Revert "net/mlx5: ioctl for FPGA temperature measurement"; feature=fpga; upstream_status=ignore; general=;
Change-Id=I6e46bc93ed10d932e843f40f25674817145a975f; subject=Revert "net/mlx5: Support MorseQ board"; feature=fpga; upstream_status=ignore; general=;
Change-Id=I47213ed78a558500383d7230a3cd1282348a4a6f; subject=Revert "net/mlx5: Separate FPGA image status and fdev state"; feature=fpga; upstream_status=ignore; general=;
Change-Id=I66b45584c67b4733bbdc1e80ca6602e5e2417e12; subject=Revert "net/mlx5: add IOCTL_FPGA_CAP"; feature=fpga; upstream_status=ignore; general=;
Change-Id=I68decb6c39b59fd7e14b4049f8ec2556d3c2b6c6; subject=Revert "net/mlx5: Treat failure of FPGA user image as a valid case for Morse project"; feature=fpga; upstream_status=ignore; general=;
Change-Id=If31cd598425e81ed4592669ec2707f3aaa793d2f; subject=Revert "net/mlx5: Skip irrelevant init/uninit code for Morse NICs"; feature=fpga; upstream_status=ignore; general=;
Change-Id=I5e640e24c25ca0a0b66f629cd17456e46092e0f9; subject=Revert "net/mlx5: Save FPGA admin image in driver context"; feature=fpga; upstream_status=ignore; general=;
Change-Id=Ie269aaa4ec34914c10a51944e42e92d4e8143c64; subject=Revert "net/mlx5: FPGA, fix compilation warnings in sdk.c"; feature=fpga; upstream_status=ignore; general=;
Change-Id=I647f12485cae861d5416fcef76d4d6e8fb74be9a; subject=Revert "net/mlx5: FPGA, Add xfer budget to avoid mapping same page too many times"; feature=fpga; upstream_status=ignore; general=;
Change-Id=I577594ced95e08d8ea8ccc7bd17682d0a338f2fa; subject=Revert "net/mlx5: FPGA, added mlx5_fpga_tools module"; feature=fpga; upstream_status=ignore; general=;
Change-Id=I97b4f85aea27aac0baa8476b20e021363394060c; subject=Revert "net/mlx5: FPGA, add client interface, transactions, shell counters"; feature=fpga; upstream_status=ignore; general=;
Change-Id=Icfed00cb0dd7fe6791c080b9c6bd45739f0ef0ba; subject=Revert "net/mlx5_core: Add FPGA client data get/set routines"; feature=fpga; upstream_status=ignore; general=;
Change-Id=I5a95705b87eaef6874e2e5832a4d31283467401c; subject=Revert "net/mlx5_core: Add FPGA shell QP"; feature=fpga; upstream_status=ignore; general=;
Change-Id=I51fedf4ba35ce12b94463c7c6c6f8181c63b15df; subject=Revert "net/mlx5: FPGA, TLS, Example, qp_type values"; feature=fpga; upstream_status=ignore; general=;
Change-Id=I8743487526322ec5898286476f6ecdb83463d626; subject=Revert "net/mlx5: FPGA, Add client driver interface"; feature=fpga; upstream_status=ignore; general=;
Change-Id=I81f90eeed59d15233650b26b0c1da102ca4b4ff7; subject=metadata: Update accepted commits MD; feature=ofed_scripts; upstream_status=ignore; general=;
Change-Id=Ib911b9bfca06761ef29a41a7154b5ebc89732489; subject=BACKPORTS: as a result of few upstream patches bleow; feature=backports; upstream_status=ignore; general=;
Change-Id=Ie677ca478da17a51eed6a71ba322543bd87a2094; subject=drivers: Silence pr_fmt redefined warnings; feature=rebase; upstream_status=ignore; general=;
Change-Id=I110752fc719e13da583c3c056f0e443f637dc983; subject=BACKPORTS: Add auxiliry bus module; feature=backports; upstream_status=ignore; general=;
Change-Id=I416a624198a0be9dfead5ef6382b2f7dd85fe94f; subject=BACKPORTS: Fix wrong CONFIG_MLX5_EN_TLS backport; feature=backports; upstream_status=ignore; general=;
Change-Id=I03f5458c5c24816cd8f4939780c6312fef6e1ea3; subject=Revert "BACKPORTS: Add auxiliry bus module"; feature=backports; upstream_status=ignore; general=;
Change-Id=Ie12b7a548242df9b30cd21911f9dd35bfceaa99c; subject=Revert "drivers: Silence pr_fmt redefined warnings"; feature=rebase; upstream_status=ignore; general=;
Change-Id=I68e8c5148a4d18314ab715d949fef943e376cd69; subject=Revert "Add auxiliary bus support"; feature=rebase; upstream_status=ignore; general=;
Change-Id=Icbfd0b834d2391a91dd673b9a19d65aedbd86056; subject=Revert "IB/mlx5: Fix error unwinding when set_has_smi_cap fails"; feature=rebase; upstream_status=ignore; general=;
Change-Id=I00d4e5cac72f4b6f5f4a2a9bc4fc48a87ca6f39d; subject=Revert "net/mlx5: Update the hardware interface definition for vhca state"; feature=rebase; upstream_status=ignore; general=;
Change-Id=I53b05235a554f90f0dda2864f18e20d0cd2a68fd; subject=Revert "RDMA/mlx5: Use PCI device for dma mappings"; feature=rebase; upstream_status=ignore; general=;
Change-Id=I8ba75036a412ada75f84233c008edd26affe5c52; subject=Revert "net/mlx5: Use dma device access helper"; feature=rebase; upstream_status=ignore; general=;
Change-Id=I99c09a64ed9ad271115cedf3dbe216da107ca695; subject=Revert "net/mlx5: E-switch, Use helper function to load unload representor"; feature=rebase; upstream_status=ignore; general=;
Change-Id=I42e24c5ccbd3c0283e0e2b400e5defe297fc3fca; subject=Revert "net/mlx5: E-switch, Add helper to check egress ACL need"; feature=rebase; upstream_status=ignore; general=;
Change-Id=I3bea18c286b5b104c67acc32d563cd5a0c608092; subject=Revert "net/mlx5: E-switch, Use PF num in metadata reg c0"; feature=rebase; upstream_status=ignore; general=;
Change-Id=I32291613cc3115c33998e95404de1fb0b846a132; subject=Revert "BACKPORTS: as a result of few upstream patches bleow"; feature=rebase; upstream_status=ignore; general=;
Change-Id=Ibfd812a33d0a9a049da3d1118bb468f6a65e2680; subject=metadata: Update accepted commits MD; feature=ofed_scripts; upstream_status=ignore; general=;
Change-Id=Iff00ebd6e7e8d373f38ea8d5bba2d57b72b7695d; subject=ofed-scripts: Add dependency to CONFIG_MLX5_CORE_EN_DCB config; feature=ofed_scripts; upstream_status=ignore; general=;
Change-Id=I871c0d16a18c749a8a9cbe217a12b3086a134242; subject=metadata: Update accepted commits MD; feature=ofed_scripts; upstream_status=ignore; general=;
Change-Id=I6a07522dc9362bbde7f5bcae12e5ed736820182f; subject=BACKPORTS: Fix TENCENT ARM en_tc backports; feature=backports; upstream_status=ignore; general=;
Change-Id=I81f2791575162749faade636d0547f427760d9ca; subject=BACKPORTS: add test if CONFIG_INTERVAL_TREE not set; feature=backports; upstream_status=ignore; general=;
Change-Id=I2595828fa381e54aa8fcdfcbd2c03fb79fb3842c; subject=BACKPORTS: Add support kernel 5.11; feature=backports; upstream_status=ignore; general=;
Change-Id=I78ad00900f86bbbf0a4f8f2ca7bc6da5fac82bb4; subject=BACKPORTS: Add 5.11 Support part 2; feature=backports; upstream_status=ignore; general=;
Change-Id=I88188462df775c93425efecf88b24f91bcef7fcd; subject=BACKPORTS: Add 5.11 update configure script; feature=ofed_scripts; upstream_status=ignore; general=;
Change-Id=I0227e0267c9047a05815088cb34f704c50a3780d; subject=BACKPORT: For 5.11 fixes; feature=backports; upstream_status=ignore; general=;
Change-Id=Idf4d8d2732d693466cff4c5b3b384eab504b78d8; subject=BACKPORTS: Kernel 3.10.0-693.21.xx.x86_64 remove declaration from loop; feature=backports; upstream_status=ignore; general=;
